permit_num,description_hash,construction_type,unit_form,model
24 183148 BLD,472603969177e93e3638fb68118578db,laneway_garden_suite,standard,claude-haiku-4-5
24 183157 BLD,a6d621fdbab2365711331616dafe912b,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 183192 BLD,22ee3a05ff0305449ba6a1e5c96d516e,aboveground_units,standard,claude-haiku-4-5
24 183256 BLD,e1beabc2386966387d0a22098c3b5d64,aboveground_units,standard,claude-haiku-4-5
24 183261 BLD,9fce5608af97d43b01c363e0f0423049,new_building,standard,claude-haiku-4-5
24 183306 BLD,3f07bd9c204c725324ff8388ff61bf9d,laneway_garden_suite,basement_or_secondary_suite,claude-haiku-4-5
24 184027 BLD,5e2bb11f676790a3050035992da7acdf,laneway_garden_suite,standard,claude-haiku-4-5
24 184151 BLD,0b9ddead474da07e6831fb97d63a28fb,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 184457 BLD,4210180039498dbfd93532e6d928a006,aboveground_units,standard,claude-haiku-4-5
24 185043 BLD,a479fe476e747c244b1153e1ea99ec3e,aboveground_units,standard,claude-haiku-4-5
24 185729 BLD,f41f4cf1a9934a7dceb08f379600c18d,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 185806 BLD,d02606703f4c84146162fdc2dfb318c6,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 185995 BLD,c5dfaef72e8c8d9dbb094ce86ecaa577,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 186102 BLD,1e333365a95d6460226f744c7f7e3f95,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 186152 BLD,c4c0233fdff1c1551ef31c28409adae7,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 186158 BLD,900dbe487bf85fafee9c983d8a013f6c,aboveground_units,standard,claude-haiku-4-5
24 186265 BLD,671a99ea47f8acac2adbc2e63ded37b4,laneway_garden_suite,standard,claude-haiku-4-5
24 186436 BLD,433b634658cd706d5108717668075eb1,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 186625 BLD,a84c616c13ded4aa5718d1b9ed4cf043,laneway_garden_suite,standard,claude-haiku-4-5
24 186642 BLD,14a47cbd284215c267b5626701431b1b,aboveground_units,standard,claude-haiku-4-5
24 186711 BLD,00bb0a6086eee1149d4f3dc49bb96368,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 186713 BLD,9cd1ecf81cc85efcfaaa683a18765b66,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 186737 BLD,3e081e362b4d0e7c620c20a0a42f118a,laneway_garden_suite,standard,claude-haiku-4-5
24 186802 BLD,415ccc5bdbd3fdc8edbf319aa17b655a,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 186843 BLD,b78ae0c0669a2816acd0e5b28723c6ef,laneway_garden_suite,standard,claude-haiku-4-5
24 186924 BLD,ce0dbda4a2b14db181e376ae4523ad38,aboveground_units,standard,claude-haiku-4-5
24 186953 BLD,3f5a32be974bb8c95f972f15f976ceb7,aboveground_units,standard,claude-haiku-4-5
24 186965 BLD,1d3e0caea0f7a1b711f2e310038a8569,aboveground_units,standard,claude-haiku-4-5
24 187151 BLD,8d1823adb126b03293d80b30cd74ee42,laneway_garden_suite,standard,claude-haiku-4-5
24 187181 BLD,a856aeaed044480c597fdd6064b23174,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 187250 BLD,f3a8c27042d847c1a094f3c341f1ea4c,laneway_garden_suite,standard,claude-haiku-4-5
24 187317 BLD,852326a11c849d9ea7d90a247c55de9a,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 187401 BLD,e512dc0b083ca62bcdd8a6d512799150,laneway_garden_suite,standard,claude-haiku-4-5
24 187432 BLD,9491da0b8ef7de1a0cd9dc2211597e33,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 187500 BLD,565dfd04bd999ea1f620402e58d76290,aboveground_units,standard,claude-haiku-4-5
24 188102 BLD,7505800dcd5506177b5a1ca725a22d70,laneway_garden_suite,standard,claude-haiku-4-5
24 188163 BLD,805d7dbf0ebfbbd9edba0f5ce923a3a2,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 188202 BLD,9fca0511137ab8f43d96e020b76f2376,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 188425 BLD,046fc633ee11426e501956b8b8f318e5,laneway_garden_suite,standard,claude-haiku-4-5
24 188427 BLD,d71033c4a7f18b4899cbb7651ee1c294,aboveground_units,standard,claude-haiku-4-5
24 188445 BLD,43c5ba7406d4109bbece602c8446a818,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 188458 BLD,431acce786f87e3239ad8e64f2271571,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 188473 BLD,17502ba54255328e7fa7453515885b11,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 188542 BLD,8281fd6d047dd8e0a4b6df41236a69ef,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 188577 BLD,3b1a7f649590c2371f40821900c5f19b,laneway_garden_suite,standard,claude-haiku-4-5
24 188756 BLD,1c8a4f37a5806b4c05b26d6bbf8a8fbb,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 189164 BLD,a9aa4ae4e75cce70deca3b65e5e23d35,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 189357 BLD,2ad253fc960ee30a29b09387e0c2cef6,aboveground_units,standard,claude-haiku-4-5
24 189448 BLD,200aecc02b6469990f1efc0b75ca0294,laneway_garden_suite,standard,claude-haiku-4-5
24 189770 BLD,60085e4c15ed2f7dc70d70712784f4a8,laneway_garden_suite,standard,claude-haiku-4-5
24 189990 BLD,3cd2b1238c5101b78f06d2c98b6cb886,aboveground_units,standard,claude-haiku-4-5
24 190006 BLD,6b2815f285bcc74eeb1481f5d1b4c687,aboveground_units,standard,claude-haiku-4-5
24 190243 BLD,5fa134b67dee961a0835abf6272b1c06,laneway_garden_suite,standard,claude-haiku-4-5
24 190383 BLD,f4b5c40b4ee6ecac86dae259d1fdbb2d,laneway_garden_suite,standard,claude-haiku-4-5
24 190776 BLD,c63a6bfdffcc5cb04c649d72d8b4ff48,aboveground_units,standard,claude-haiku-4-5
24 190872 BLD,61d151c7146cb332501f28e56e642273,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 191147 BLD,65092806a986a4fcb2d2db0f24d36668,laneway_garden_suite,standard,claude-haiku-4-5
24 191185 BLD,b6e5d5604d82b848f5b7dd9b13d956fa,aboveground_units,basement_or_secondary_suite,claude-haiku-4-5
24 191226 BLD,a99a250b466ad19ad38d49207620ec13,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 191384 BLD,0d7ee88290a561e22f3d202f21635ba0,laneway_garden_suite,standard,claude-haiku-4-5
24 191754 BLD,7e564235bc148c80a86470f15384b0f0,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 191790 BLD,8641e8e418e97aacdc1b2f2cb778e1bc,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 191815 BLD,5c13b93b589bebf51dd9f025a3881c4a,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 191848 BLD,ca854d6f5f8eb7eaa45d61bd79848612,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 191933 BLD,75b7130e297fc8a7a0b4c65ac602f676,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 191946 BLD,8bf3f53049739e5254ffb197f299e8a1,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 192384 BLD,529cae7c7629896a3375fb63a96396a0,laneway_garden_suite,standard,claude-haiku-4-5
24 192409 BLD,fd29a57092458978146cac6c28ac42b3,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 192424 BLD,4eec91f4e6edf3813c122ef83663b23e,laneway_garden_suite,standard,claude-haiku-4-5
24 193238 BLD,7aea26d1b4dc1e52a495e0363074d2c4,aboveground_units,standard,claude-haiku-4-5
24 193302 BLD,92dcca77c7c6e36744e8331d04cc014d,aboveground_units,standard,claude-haiku-4-5
24 193338 BLD,ac3a4aead87764757cd7cf9147562604,unclear,standard,claude-haiku-4-5
24 193658 BLD,2ee73fbda3a5e056195aefe19dff6acf,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 193707 BLD,d3ea79bea851c32d25a9fcf822cff318,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 193724 BLD,9e4d72bfb39b38496171891f7dc7c79e,laneway_garden_suite,standard,claude-haiku-4-5
24 193782 BLD,944a4122ebce535befc41cd4e5915f1f,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 193876 BLD,553d7b6a0775437ceea5d5bd13f397a4,laneway_garden_suite,standard,claude-haiku-4-5
24 193904 BLD,86c65c404a1e3ef429e1488b712a9438,laneway_garden_suite,standard,claude-haiku-4-5
24 194028 BLD,18fe81e73230176407d55d40780c3614,new_building,standard,claude-haiku-4-5
24 194132 BLD,6fbff9217f769c61f328e29904e2fd06,new_building,standard,claude-haiku-4-5
24 194133 BLD,a1fcc4eb1a86d85e1ac50a9c5a98d4ff,aboveground_units,standard,claude-haiku-4-5
24 194166 BLD,05d0241e9c19972a4d72b9e25ff573af,new_building,standard,claude-haiku-4-5
24 194170 BLD,5b3c511eabcc17762dfe0ac9eece25d6,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 194196 BLD,d7f22b3f4a91a744eef4153733184191,new_building,standard,claude-haiku-4-5
24 194242 BLD,b419a5894051193b7ba74a94d1998a4e,aboveground_units,standard,claude-haiku-4-5
24 194251 BLD,ba6812871d0f2255c0f9d1affc2ca817,new_building,standard,claude-haiku-4-5
24 194268 BLD,9dd274970fa466144f137cae3558634e,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 194456 BLD,5923660f31cf2c48dee48bad66704010,new_building,standard,claude-haiku-4-5
24 194465 BLD,0998c6467e463b644f2833668cee2811,new_building,standard,claude-haiku-4-5
24 194556 BLD,181fed1df12b687acbbdfff417e9900f,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 194707 BLD,0ca9281534938b0d68adff4e84ec5996,laneway_garden_suite,standard,claude-haiku-4-5
24 194796 BLD,e70e6d681e819ad5e58eee812fd217f3,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 194834 BLD,2bfaa9350d5c7ad54fc780e8c6454382,new_building,standard,claude-haiku-4-5
24 194847 BLD,1eb27df6d0ebb2e25bcea0b53d69011e,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 194886 BLD,ba477a8262e4107ac0af8fcb4885242e,laneway_garden_suite,standard,claude-haiku-4-5
24 194897 BLD,e00d514966b49336157566aec21c3dca,laneway_garden_suite,standard,claude-haiku-4-5
24 194905 BLD,8ad7aa532c39f26411635214c8ce9518,laneway_garden_suite,standard,claude-haiku-4-5
24 195023 BLD,e4b36aac321a4be4f9b6926dccbd8752,laneway_garden_suite,standard,claude-haiku-4-5
24 195077 BLD,9dd4a2d026e57183c3650dfa83576f3c,no_unit_change,basement_or_secondary_suite,claude-haiku-4-5
24 195094 BLD,7c5cf0684fbd1bfce47bf2c422f0d13a,laneway_garden_suite,standard,claude-haiku-4-5
24 195379 BLD,85061982ff0c9f34c793746ed4001396,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 195478 BLD,4527c4b0113feb49154245169cd00d3c,aboveground_units,standard,claude-haiku-4-5
24 195500 BLD,058a0e17c194ffdcd8b74397d8e02006,laneway_garden_suite,standard,claude-haiku-4-5
24 195732 BLD,784cc52b6f549e752e21facbdeace07f,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 196388 BLD,19f0026c3abbad514f2c02c482172ad9,no_unit_change,standard,claude-haiku-4-5
24 196651 BLD,bd7ecacfb34f8b8bb5b3845969e4f3a5,laneway_garden_suite,standard,claude-haiku-4-5
24 196694 BLD,4fe05152832c0260662691ad30f62f0d,basement_units,standard,claude-haiku-4-5
24 196730 BLD,3ce4c0ebf4cbf71e5940b05c16bf2e78,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 196745 BLD,72a417a838e7baccae52b084918c7c1e,aboveground_units,standard,claude-haiku-4-5
24 197085 BLD,ec02199eca6400478361ca8ad2950c99,aboveground_units,standard,claude-haiku-4-5
24 197109 BLD,dd06d78ee84c6e8a58fd503868082222,laneway_garden_suite,standard,claude-haiku-4-5
24 197198 BLD,c3f8eddde1e7543d8456f8b78aa5fea0,laneway_garden_suite,standard,claude-haiku-4-5
24 197466 BLD,995ca652850552b976659332d8cfbd52,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 197486 BLD,083859427bcf75e455b021378ac360da,no_unit_change,basement_or_secondary_suite,claude-haiku-4-5
24 197572 BLD,ae6b7b2c875e87a3e3b4b45085ad32d9,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 197731 BLD,701346aa75ed005ee84d522d23b287f8,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 197833 BLD,0ade652a5b3ae2a6396ef06be9cc7c12,laneway_garden_suite,standard,claude-haiku-4-5
24 197992 BLD,1c86018f8851a399f43aa8a654f6178e,laneway_garden_suite,standard,claude-haiku-4-5
24 198034 BLD,c944b51a0673a48eab39763453b4d7d1,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 198105 BLD,bfaf902a83bc3050228ca8b7d7115188,aboveground_units,standard,claude-haiku-4-5
24 198122 BLD,7c5cf0684fbd1bfce47bf2c422f0d13a,laneway_garden_suite,standard,claude-haiku-4-5
24 198808 BLD,f461e18d6758c32d2b591f43c1397c8c,laneway_garden_suite,standard,claude-haiku-4-5
24 199159 BLD,1a48288dc9b5b2e810f85f1db24331f4,laneway_garden_suite,standard,claude-haiku-4-5
24 199223 BLD,4b70031d956a032248e657d79e03d520,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 199233 BLD,e7122d80181c7108213f2950417039d2,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 199755 BLD,d98d1af08f482fa31075ad20e6105b19,laneway_garden_suite,standard,claude-haiku-4-5
24 199933 BLD,97fd3a74c27e9f745ca7c1c1dc465f94,laneway_garden_suite,standard,claude-haiku-4-5
24 200003 BLD,1aeb5c2a69c389badef837cfa4c2adbc,aboveground_units,standard,claude-haiku-4-5
24 200027 BLD,b06c9bf1df3daeeb15067b749400c8cb,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 200047 BLD,672d2f7452f5a3fcc322c9aaebdb2a5d,laneway_garden_suite,standard,claude-haiku-4-5
24 200051 BLD,47d93b6a2d782adfe71c7c07bd208e74,laneway_garden_suite,standard,claude-haiku-4-5
24 200085 BLD,1c179b59c570b8296254fa7f913903b0,new_building,standard,claude-haiku-4-5
24 200216 BLD,d0b292570f742c9a1570bd546e2b82be,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 200283 BLD,6b7bdc9d8f6cc161bf8d7c0b74f1ee63,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 200384 BLD,6ca3f92a2880b1b0a686aecbf594e7f7,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 200706 BLD,695dc0c975d2318331dcdb32e52023e2,laneway_garden_suite,standard,claude-haiku-4-5
24 200708 BLD,1f8c63849152bd758981c5062ab6ab8a,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 200726 BLD,00493c9b3b403681e2e22ab576311bf6,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 200888 BLD,1f769a81d09fd9e827a10b500950719a,laneway_garden_suite,standard,claude-haiku-4-5
24 200914 BLD,e34f3ce9c7a4cbb30751c45c8576c1eb,laneway_garden_suite,standard,claude-haiku-4-5
24 201261 BLD,ade858b5d034c5c8adcd3078ab773a88,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 201305 BLD,54ef94a9028c53fa4ff08fe98f77d597,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 201319 BLD,79e1876af7eec754c100fd221089303e,laneway_garden_suite,standard,claude-haiku-4-5
24 201527 BLD,f542354b78d10471533b57fc842810f2,laneway_garden_suite,standard,claude-haiku-4-5
24 201570 BLD,ad9bc0465bc9893b9f116223e936e1b4,laneway_garden_suite,standard,claude-haiku-4-5
24 201575 BLD,c9710b9f661ae09733384ced29eb67d6,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 201651 BLD,eadbbe3e10ea8b40006ef76167bae871,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 201801 BLD,86722e15a7eb85d827aafe07a1336bde,new_building,basement_or_secondary_suite,claude-haiku-4-5
24 202032 BLD,58efc5e2f6c6e0991c0ef34d363a55e3,laneway_garden_suite,standard,claude-haiku-4-5
24 202131 BLD,0f095f6ea3557a3ce1be6a261aaad8a5,laneway_garden_suite,standard,claude-haiku-4-5
24 202140 BLD,c3eb6ad6c1179099bd51978ec69f8203,laneway_garden_suite,standard,claude-haiku-4-5
24 202144 BLD,667a99c8d168beb2b1322f6e15ac150e,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 202176 BLD,72124548a84a929bf4e96eb64f0df24b,laneway_garden_suite,standard,claude-haiku-4-5
24 202350 BLD,06446b52e0759df6f5e14fa6c61b4d8c,aboveground_units,standard,claude-haiku-4-5
24 202613 BLD,31a40d64040335a24be17e6951e2f4a0,new_building,standard,claude-haiku-4-5
24 202682 BLD,cfef4a2883c4e8cf2cb9e06783b2a166,new_building,standard,claude-haiku-4-5
24 202689 BLD,3a6bfac7175ec451e5dd50f0df5337ba,aboveground_units,standard,claude-haiku-4-5
24 202716 BLD,b66ac0ed4d7be16a6df21184729dc00f,new_building,standard,claude-haiku-4-5
24 202752 BLD,5d1c926584149f2b3fa5babf4bea9322,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 202779 BLD,4dfe60d07cc700acf4739055f32d6a87,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 202964 BLD,0266fa90f95051cae8b255666e2c6d27,aboveground_units,standard,claude-haiku-4-5
24 202992 BLD,3ab4ca2bf230be2cfe34cba3a6bbe27c,new_building,standard,claude-haiku-4-5
24 203466 BLD,291347f605b4a95c2e0a0a0dba125e8d,new_building,standard,claude-haiku-4-5
24 203709 BLD,51c0a6ec3a668c9081bf858b9c10ef22,laneway_garden_suite,standard,claude-haiku-4-5
24 203811 BLD,4cfef22849f35e57fa1b4efb39add4f8,new_building,standard,claude-haiku-4-5
24 203876 BLD,c7e80a02873e6baac21fccf1b4033cdf,aboveground_units,basement_or_secondary_suite,claude-haiku-4-5
24 204081 BLD,5c1c6bb031092054d03217ace52aa26a,unclear,standard,claude-haiku-4-5
24 204132 BLD,530e631b770b6530888fc200ab1aaa6d,laneway_garden_suite,standard,claude-haiku-4-5
24 204223 BLD,5fb3c5f3cd8376f354ae4ace56046808,no_unit_change,standard,claude-haiku-4-5
24 204252 BLD,876889b6ef66e1ab469d0be6efe3044f,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 204348 BLD,9c05d03a2612fdb5f47fc5c7804ff927,new_building,standard,claude-haiku-4-5
24 204413 BLD,37fd661509a4df081bedae35bd5ec217,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 204440 BLD,bfb011a15e0f4d916e190f70c3f9b463,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 204866 BLD,d81e54fc9594117a9231f92b07fdfba9,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 204873 BLD,b3b48f1b35f3af4705ca636ac2a01742,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 204875 BLD,abc72d6908ab330e5170c90f0da1fc19,laneway_garden_suite,standard,claude-haiku-4-5
24 204962 BLD,2b9215642d4bcd414b7262cb7fffbcf9,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 205031 BLD,2816e5517b2796746d9af9fd12fb8c1a,laneway_garden_suite,standard,claude-haiku-4-5
24 205121 BLD,433230b2f8f5870abd0113061a2c5af5,aboveground_units,standard,claude-haiku-4-5
24 205132 BLD,c6a10abc18abc9e849901c654c2970af,aboveground_units,standard,claude-haiku-4-5
24 205184 BLD,15315fb6a63060f5a008d579209d9489,new_building,standard,claude-haiku-4-5
24 205885 BLD,216627a4015c4afab5502e0e7635a70d,laneway_garden_suite,standard,claude-haiku-4-5
24 206082 BLD,ab1f5126fe15298a80995eb7a4cf4d22,laneway_garden_suite,standard,claude-haiku-4-5
24 206093 BLD,2f2e019a8db1ee8aab307e4a9695489c,new_building,standard,claude-haiku-4-5
24 206199 BLD,66aeb2cbfeed096537a4e3993627f8d8,laneway_garden_suite,standard,claude-haiku-4-5
24 206205 BLD,1033096e5f31550d07cdd6315ba5ff5e,new_building,standard,claude-haiku-4-5
24 206297 BLD,6036f76e948f287cb8e094f39d3709aa,laneway_garden_suite,standard,claude-haiku-4-5
24 206406 BLD,dae2559888f86c2720535bc3248b03eb,laneway_garden_suite,standard,claude-haiku-4-5
24 206412 BLD,1f63d726e827ab75ece44384c67f09f0,laneway_garden_suite,standard,claude-haiku-4-5
24 206463 BLD,a3f9d6fad7e87d03adec178121a1706d,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 206512 BLD,357e7892cba4526204c7153ab37d2435,laneway_garden_suite,standard,claude-haiku-4-5
24 206514 BLD,d2844b5f41a8450140fc82934c3c8bea,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 206520 BLD,6765a0843865c7c14fca087782408d22,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 207006 BLD,0696a6381e0100a60daf889e3d0dddba,new_building,standard,claude-haiku-4-5
24 207047 BLD,f233e030aacb7cd6b57979918c4c2663,laneway_garden_suite,standard,claude-haiku-4-5
24 207091 BLD,c4326700f3ea54df34bdd20002659b1a,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 207137 BLD,525e65e9b7408687fed58598f60d945b,aboveground_units,standard,claude-haiku-4-5
24 207249 BLD,7f38f11daa60c61d66a36fd199410cb5,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 207297 BLD,c5525a335f98ac0da3dd278730ca67be,aboveground_units,standard,claude-haiku-4-5
24 207312 BLD,588d1c87d962290ffa1c26d076fb53d1,laneway_garden_suite,standard,claude-haiku-4-5
24 207333 BLD,353b51f74452bba09e7448fc21283efc,laneway_garden_suite,standard,claude-haiku-4-5
24 207430 BLD,4ab97ea89ace1aa7b758d73a283e7083,new_building,standard,claude-haiku-4-5
24 207715 BLD,dcefa7a211bf87f7f043b1c7e40cf4be,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 207757 BLD,57cdf3a4b95f1822d0f1ee7011698087,aboveground_units,basement_or_secondary_suite,claude-haiku-4-5
24 207786 BLD,afcdd245cdea86a7ba8188dd4744e6ab,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 207836 BLD,c293d7cdbdd9efa1a6c1ba00d47d806b,aboveground_units,standard,claude-haiku-4-5
24 208068 BLD,8e5320412fe7139eadb5cacb4e35c1b7,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 208351 BLD,a19ee62ee68a6dab751483a39bb79d8d,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 208684 BLD,a135b0c162ec91aa04ebdf4558ad24dc,aboveground_units,standard,claude-haiku-4-5
24 208694 BLD,08bb0d30999924dc94e32654936ca192,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 208722 BLD,9d1cb337ed9018328bee85d04fb126b8,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 208968 BLD,379e8c00d056086be48e6bdba9ac37a4,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 209163 BLD,37363cda0006f1a14a00a051c67907a1,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 209963 BLD,b5295d1a301237e74c47c16fe45a0758,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 210251 BLD,559e38895b557122c54e7e1ae23877db,laneway_garden_suite,standard,claude-haiku-4-5
24 210400 BLD,65e310eeabc4889ce3cef80e90631e22,new_building,standard,claude-haiku-4-5
24 210459 BLD,dc5704695046e8018b4b162db9aa022c,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 210491 BLD,85293b907eb85fed49a5f1bedf3a2de7,laneway_garden_suite,standard,claude-haiku-4-5
24 210525 BLD,95e73e9aec268340e2339c9608873f69,laneway_garden_suite,standard,claude-haiku-4-5
24 210564 BLD,f3a8c27042d847c1a094f3c341f1ea4c,laneway_garden_suite,standard,claude-haiku-4-5
24 210624 BLD,bfd91bea45ffbbcb44504629a7d70e27,aboveground_units,standard,claude-haiku-4-5
24 210649 BLD,97abdc127002fbf7c064d0a56a32c846,aboveground_units,standard,claude-haiku-4-5
24 210689 BLD,a338b1bb9534712b3d5f7a6ec942885a,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 210691 BLD,7a4370062130465ae5c8a08086bdbfba,new_building,standard,claude-haiku-4-5
24 210695 BLD,282210e702847792c556be3deef3a923,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 210711 BLD,8fc63494754efee229cb0bc2648f0145,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 210801 BLD,b21371a2bd94056798f85ceecba7de6f,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 210841 BLD,730e3e631714e00591ccaeb9b70faea9,laneway_garden_suite,standard,claude-haiku-4-5
24 211004 BLD,dc9aebd34eb21f2077ed4146ebd582f2,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 211168 BLD,60339ed25cfa107b6a4fcbf5f50d563d,laneway_garden_suite,standard,claude-haiku-4-5
24 211229 BLD,4f810d0b6941aa6456b2ab6e462a5945,new_building,standard,claude-haiku-4-5
24 211309 BLD,0696a6381e0100a60daf889e3d0dddba,new_building,standard,claude-haiku-4-5
24 211337 BLD,c379e5394c4319b7fe3d0b8d5393933f,laneway_garden_suite,standard,claude-haiku-4-5
24 211343 BLD,df68c10f425a2737dca7ed2e8e25d96b,laneway_garden_suite,standard,claude-haiku-4-5
24 211374 BLD,e76d9a35061f090cb173f5842fbb6d73,laneway_garden_suite,standard,claude-haiku-4-5
24 211430 BLD,773c5616c6bf1adb9d9327ce0b8838ae,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 211635 BLD,0c375826901ef2f48a71345dd9461ad3,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 211717 BLD,766e2afefacabaa732be1fd9c0b7b387,new_building,standard,claude-haiku-4-5
24 211744 BLD,081fa3c9096a6888fa007e76a71b9129,laneway_garden_suite,standard,claude-haiku-4-5
24 211907 BLD,ff6e56ddc4ed8b8d4c954a15a8d947ab,new_building,standard,claude-haiku-4-5
24 211923 BLD,326c2b51a39e9974cfabac2189fe5469,basement_units,standard,claude-haiku-4-5
24 211982 BLD,3f4833a6aeba1a332dc4ec1464394641,aboveground_units,standard,claude-haiku-4-5
24 212267 BLD,32a830b46b4ffbe02dd13fc04e2de907,new_building,standard,claude-haiku-4-5
24 212360 BLD,b4da64ffc3e1e0196a4a5e324249936b,no_unit_change,standard,claude-haiku-4-5
24 212546 BLD,41e9129dfa2a80a460d4d51cd9f11b1d,laneway_garden_suite,standard,claude-haiku-4-5
24 212547 BLD,7c1244c246b240fe4405738d92f3d33e,laneway_garden_suite,standard,claude-haiku-4-5
24 212753 BLD,06c51ffff5e0546268136d25ca44ca65,laneway_garden_suite,standard,claude-haiku-4-5
24 212879 BLD,62e3127364e93baa5098ce02f1997ad6,laneway_garden_suite,standard,claude-haiku-4-5
24 212914 BLD,4ca6f1409cdbb66e25d0aa072e8d054b,laneway_garden_suite,standard,claude-haiku-4-5
24 213019 BLD,76d3ad0b4c6def307c59cf82da56a00e,laneway_garden_suite,standard,claude-haiku-4-5
24 213279 BLD,0883ea3c869fa1389d64e1a10f3efb32,basement_units,basement_or_secondary_suite,claude-haiku-4-5
24 213412 BLD,5879aaafebdb1fa4687fa2a178c01187,aboveground_units,standard,claude-haiku-4-5
